iso_alpha3,country,state,district,region_type,population,whostandard,natstandard,pm2.5_2020,lyl_rel_to_who_2020,lyl_rel_to_nat_stan_2020,lml_rel_to_who_2020,lml_rel_to_nat_stan_2020,ldl_rel_to_who_stan_2020,ldl_rel_to_nat_stan_2020
IND,India,Telangana,Medak,Predominantly Rural,788513,5,40,32.746895,2.7191958,0,32.63,0,992.51,0
IND,India,Gujarat,Botad,Predominantly Rural,528837,5,40,32.811188,2.7254963,0,32.71,0,994.81,0
IND,India,Maharashtra,Sangli,Predominantly Rural,2995608,5,40,32.815544,2.7259233,0,32.71,0,994.96,0
IND,India,Chhattisgarh,Dantewada,Predominantly Rural,240742,5,40,32.833385,2.7276716,0,32.73,0,995.6,0
IND,India,Mizoram,Aizawl,Predominantly Urban,440913,5,40,32.841526,2.7284694,0,32.74,0,995.89,0
IND,India,Assam,Dima Hasao,Predominantly Rural,231339,5,40,32.87056,2.7313149,0,32.78,0,996.93,0
IND,India,Assam,Chirang,Predominantly Rural,353908,5,40,32.904041,2.7345963,0.005128365,32.82,0.06,998.13,1.87
IND,India,Maharashtra,Kolhapur,Predominantly Rural,4178421,5,40,32.953346,2.7394278,0,32.87,0,999.89,0
IND,India,Maharashtra,Latur,Predominantly Rural,2767018,5,40,33.001209,2.7441187,0,32.93,0,1001.6,0
IND,India,Mizoram,Serchhip,Predominantly Urban,79262,5,40,33.017921,2.7457564,0,32.95,0,1002.2,0
IND,India,Telangana,Kamareddy,Predominantly Rural,954741,5,40,33.087593,2.752584,0,33.03,0,1004.69,0
IND,India,Telangana,Jayashankar Bhupalpally,Predominantly Rural,1030087,5,40,33.155212,2.7592108,4.5758416e-4,33.11,0.01,1007.11,0.17
IND,India,Manipur,Imphal East,Predominantly Urban,439768,5,40,33.25491,2.768981,0,33.23,0,1010.68,0
IND,India,Telangana,Nalgonda,Predominantly Rural,1758621,5,40,33.283779,2.7718103,0,33.26,0,1011.71,0
IND,India,Odisha,Koraput,Predominantly Rural,1468127,5,40,33.288074,2.7722311,0.073286623,33.27,0.88,1011.86,26.75
IND,India,Assam,Darrang,Predominantly Rural,1011651,5,40,33.316051,2.7749729,0.0015746224,33.3,0.02,1012.87,0.57
IND,India,Gujarat,Bhavnagar,Predominantly Urban,2535635,5,40,33.391926,2.7824085,3.9808683e-7,33.39,0,1015.58,0
IND,India,Maharashtra,Mumbai Suburban,Predominantly Urban,10147143,5,40,33.436073,2.7867351,0,33.44,0,1017.16,0
IND,India,Gujarat,Navsari,Predominantly Rural,1456217,5,40,33.52557,2.795506,9.2170876e-4,33.55,0.01,1020.36,0.34
IND,India,Himachal Pradesh,Sirmaur,Predominantly Rural,552138,5,40,33.60339,2.8031321,0.10997269,33.64,1.32,1023.14,40.14
IND,India,Maharashtra,Mumbai,Predominantly Urban,3210613,5,40,33.636147,2.8063421,0,33.68,0,1024.31,0
IND,India,Maharashtra,Raigad,Predominantly Rural,2862038,5,40,33.657261,2.8084116,0,33.7,0,1025.07,0
IND,India,Assam,Bongaigaon,Predominantly Rural,838347,5,40,33.73143,2.8156803,0.0010084903,33.79,0.01,1027.72,0.37
IND,India,Meghalaya,Ri Bhoi,Predominantly Rural,295643,5,40,33.743404,2.8168538,0.0054209344,33.8,0.07,1028.15,1.98
IND,India,Chhattisgarh,Bijapur,Predominantly Rural,288979,5,40,33.887917,2.8310158,0,33.97,0,1033.32,0
IND,India,Maharashtra,Satara,Predominantly Rural,3221407,5,40,33.897274,2.8319328,0.011672175,33.98,0.14,1033.66,4.26
IND,India,Telangana,Warangal (Rural),Predominantly Rural,824542,5,40,33.903175,2.8325114,0,33.99,0,1033.87,0
IND,India,Meghalaya,East Garo Hills,Predominantly Rural,249225,5,40,33.953861,2.8374786,0,34.05,0,1035.68,0
IND,India,Telangana,Rangareddy,Predominantly Urban,2445326,5,40,33.954124,2.8375041,0.029944731,34.05,0.36,1035.69,10.93
IND,India,Maharashtra,Thane,Predominantly Urban,9221283,5,40,34.029335,2.8448749,0,34.14,0,1038.38,0
IND,India,Telangana,Suryapet,Predominantly Rural,1146378,5,40,34.146801,2.8563867,0,34.28,0,1042.58,0
IND,India,Assam,Nagaon,Predominantly Rural,3031326,5,40,34.262096,2.8676856,0,34.41,0,1046.71,0
IND,India,Telangana,Yadadri Bhuvanagiri,Predominantly Rural,690794,5,40,34.337284,2.8750539,0,34.5,0,1049.39,0
IND,India,Punjab,Pathankot,Predominantly Rural,555341,5,40,34.537350000000004,2.89466,0.083053701,34.74,1,1056.55,30.31
IND,India,Manipur,Thoubal,Predominantly Rural,481824,5,40,34.677872,2.9084315,0,34.9,0,1061.58,0
IND,India,Maharashtra,Solapur,Predominantly Rural,4632103,5,40,34.68924,2.9095457,0,34.91,0,1061.98,0
IND,India,Maharashtra,Nashik,Predominantly Urban,6537745,5,40,34.807785,2.9211628,0.01547657,35.05,0.19,1066.22,5.65
IND,India,Manipur,Imphal West,Predominantly Urban,609718,5,40,34.908134,2.9309971,0,35.17,0,1069.81,0
IND,India,Madhya Pradesh,Alirajpur,Predominantly Rural,796091,5,40,34.929707,2.933111,7.465611e-4,35.2,0.01,1070.59,0.27
IND,India,Gujarat,Tapi,Predominantly Rural,881453,5,40,34.959248,2.9360061,0.017591527,35.23,0.21,1071.64,6.42
IND,India,Mizoram,Saiha,Predominantly Urban,62806,5,40,35.013241,2.9412975,0.0076608043,35.3,0.09,1073.57,2.8
IND,India,Manipur,Bishnupur,Predominantly Rural,272669,5,40,35.319538,2.9713147,0,35.66,0,1084.53,0
IND,India,Assam,Barpeta,Predominantly Rural,1770227,5,40,35.323494,2.9717023,0.023908531,35.66,0.29,1084.67,8.73
IND,India,Telangana,Rajanna Sircilla,Predominantly Rural,473725,5,40,35.333183,2.972652,1.9859574e-6,35.67,0,1085.02,0
IND,India,Telangana,Warangal (Urban),Predominantly Urban,1117980,5,40,35.367516,2.9760165,2.6389517e-4,35.71,0,1086.25,0.1
IND,India,Gujarat,Narmada,Predominantly Rural,539712,5,40,35.544827,2.9933929,0,35.92,0,1092.59,0
IND,India,Rajasthan,Sirohi,Predominantly Rural,1145163,5,40,35.653114,3.004005,0.0060710828,36.05,0.07,1096.46,2.22
IND,India,Assam,Nalbari,Predominantly Rural,878837,5,40,35.663948,3.0050671,0.03493505,36.06,0.42,1096.85,12.75
IND,India,Maharashtra,Beed,Predominantly Rural,2779829,5,40,35.869385,3.0251997,0.0030595302,36.3,0.04,1104.2,1.12
IND,India,Jammu and Kashmir,Samba,Predominantly Rural,410608,5,40,35.938271,3.0319502,0.027618458,36.38,0.33,1106.66,10.08
IND,India,Gujarat,Banaskantha,Predominantly Rural,3401443,5,40,36.090015,3.0468214,0,36.56,0,1112.09,0
IND,India,Meghalaya,North Garo Hills,Predominantly Rural,68042,5,40,36.224209,3.0599723,0,36.72,0,1116.89,0
IND,India,Telangana,Medchal,Predominantly Urban,2655183,5,40,36.286732,3.0660999,0.0069761933,36.79,0.08,1119.13,2.55
IND,India,Telangana,Kumuram Bheem,Predominantly Rural,587256,5,40,36.328484,3.0701911,0,36.84,0,1120.62,0
IND,India,Uttarakhand,Nainital,Predominantly Rural,994836,5,40,36.377777,3.0750222,0.064307019000000007,36.9,0.77,1122.38,23.47
IND,India,Telangana,Nirmal,Predominantly Rural,666564,5,40,36.505997,3.0875876,0,37.05,0,1126.97,0
IND,India,Telangana,Mancherial,Predominantly Urban,928840,5,40,36.819813,3.1183417,1.5632126e-4,37.42,0,1138.19,0.06
IND,India,Assam,Kokrajhar,Predominantly Rural,1161145,5,40,36.846783,3.1209846,0.089685097,37.45,1.08,1139.16,32.74
IND,India,Telangana,Adilabad,Predominantly Rural,676588,5,40,36.909981,3.127178,0.014303553,37.53,0.17,1141.42,5.22
IND,India,Telangana,Nizamabad,Predominantly Rural,1690680,5,40,37.097248,3.1455302,0,37.75,0,1148.12,0
IND,India,Mizoram,Kolasib,Predominantly Urban,93826,5,40,37.114056,3.1471777,0,37.77,0,1148.72,0
IND,India,Gujarat,Dahod,Predominantly Rural,2237951,5,40,37.148354,3.1505384,0,37.81,0,1149.95,0
IND,India,Maharashtra,Nanded,Predominantly Rural,3590671,5,40,37.566456,3.1915126,0.015243658,38.3,0.18,1164.9,5.56
IND,India,Jammu and Kashmir,Jammu,Predominantly Urban,1615353,5,40,37.772018,3.211658,0.12893181,38.54,1.55,1172.26,47.06
IND,India,Karnataka,Bangalore,Predominantly Urban,10255608,5,40,37.781708,3.2126074,0.063086845,38.55,0.76,1172.6,23.03
IND,India,Gujarat,Patan,Predominantly Rural,1663640,5,40,37.81852,3.2162149,0.051699929,38.59,0.62,1173.92,18.87
IND,India,Telangana,Jagtial,Predominantly Rural,939997,5,40,37.917465,3.2259116,9.9459641e-5,38.71,0,1177.46,0.04
IND,India,Madhya Pradesh,Dindori,Predominantly Rural,820964,5,40,38.14436,3.248147,0.026859498,38.98,0.32,1185.57,9.8
IND,India,Assam,Morigaon,Predominantly Rural,1018959,5,40,38.176579,3.2513046,0.04806697,39.02,0.58,1186.73,17.54
IND,India,Gujarat,Bharuch,Predominantly Rural,1716009,5,40,38.415359,3.2747052,0.010604152,39.3,0.13,1195.27,3.87
IND,India,Gujarat,Chhota Udaipur,Predominantly Rural,906211,5,40,38.514915,3.2844617,7.5580779e-4,39.41,0.01,1198.83,0.28
IND,India,Gujarat,Aravalli,Predominantly Rural,1222179,5,40,38.543083,3.2872224,0.020025291,39.45,0.24,1199.84,7.31
IND,India,Gujarat,Mahisagar,Predominantly Rural,1196613,5,40,38.618153,3.2945788,0.007823226,39.53,0.09,1202.52,2.86
IND,India,Assam,Cachar,Predominantly Rural,1849046,5,40,38.625252,3.2952747,0.018442614,39.54,0.22,1202.78,6.73
IND,India,Telangana,Hyderabad,Predominantly Urban,4101992,5,40,38.649654,3.2976663,0.010985738,39.57,0.13,1203.65,4.01
IND,India,Maharashtra,Parbhani,Predominantly Rural,1961950,5,40,38.677261,3.3003716,0.0087445593,39.6,0.1,1204.64,3.19
IND,India,Gujarat,Sabar Kantha,Predominantly Rural,1437857,5,40,38.781143,3.3105519,0.04138257,39.73,0.5,1208.35,15.1
IND,India,Gujarat,Vadodara,Predominantly Urban,3762338,5,40,38.873653,3.319618,9.7312278e-4,39.84,0.01,1211.66,0.36
IND,India,Sikkim,West Sikkim,Predominantly Rural,134540,5,40,38.893787,3.3215911,0.14126389,39.86,1.7,1212.38,51.56
IND,India,Odisha,Nayagarh,Predominantly Rural,1019265,5,40,38.926243,3.3247719,0.014330245,39.9,0.17,1213.54,5.23
IND,India,Rajasthan,Udaipur,Predominantly Rural,3413412,5,40,38.938763,3.3259985,0.068295062,39.91,0.82,1213.99,24.93
IND,India,Uttarakhand,Dehradun,Predominantly Urban,1825367,5,40,39.09296,3.3411102,0.09936808,40.09,1.19,1219.51,36.27
IND,India,Gujarat,Surat,Predominantly Urban,6654483,5,40,39.176353,3.3492827,0.039730635,40.19,0.48,1222.49,14.5
IND,India,Gujarat,Panch Mahals,Predominantly Rural,1476793,5,40,39.178463,3.3494895,0.028209537,40.19,0.34,1222.56,10.3
IND,India,Madhya Pradesh,Jhabua,Predominantly Rural,1126757,5,40,39.429478,3.3740888,0.069054835,40.49,0.83,1231.54,25.21
IND,India,Maharashtra,Ahmednagar,Predominantly Rural,4691281,5,40,39.482288,3.3792644,0.054382656,40.55,0.65,1233.43,19.85
IND,India,Assam,Kamrup Metropolitan,Predominantly Urban,1218684,5,40,39.539764,3.384897,0.020059235,40.62,0.24,1235.49,7.32
IND,India,Himachal Pradesh,Una,Predominantly Rural,510806,5,40,39.594181,3.3902299,0.10758158,40.68,1.29,1237.43,39.27
IND,India,Assam,Goalpara,Predominantly Rural,1061323,5,40,39.609787,3.3917594,0.061094172,40.7,0.73,1237.99,22.3
IND,India,Rajasthan,Dungarpur,Predominantly Rural,1530593,5,40,39.686146,3.3992422,0.070685834,40.79,0.85,1240.72,25.8
IND,India,Madhya Pradesh,Betul,Predominantly Rural,1729556,5,40,39.776604,3.4081073,0.04617634,40.9,0.55,1243.96,16.85
IND,India,Odisha,Puri,Predominantly Rural,1733477,5,40,39.797287,3.4101341,0.031848881,40.92,0.38,1244.7,11.62
IND,India,Gujarat,Anand,Predominantly Rural,2278126,5,40,39.867157,3.4169815,0.022818161,41,0.27,1247.2,8.33
IND,India,Madhya Pradesh,Chhindwara,Predominantly Rural,2300874,5,40,39.950768,3.4251754,0.18477462,41.1,2.22,1250.19,67.44
IND,India,Maharashtra,Nandurbar,Predominantly Rural,1754118,5,40,40.165234,3.446193,0.20365688,41.35,2.44,1257.86,74.33
IND,India,Maharashtra,Hingoli,Predominantly Rural,1262692,5,40,40.304691,3.4598596,0.046760127,41.52,0.56,1262.85,17.07
IND,India,Rajasthan,Jalor,Predominantly Rural,2037076,5,40,40.38718,3.4679437,0.14216895,41.62,1.71,1265.8,51.89
IND,India,Rajasthan,Rajsamand,Predominantly Rural,1233022,5,40,40.48069,3.4771078,0.13533826,41.73,1.62,1269.14,49.4
IND,India,Chhattisgarh,Narayanpur,Predominantly Rural,135016,5,40,40.520264,3.4809856,0.15683623,41.77,1.88,1270.56,57.25
IND,India,Maharashtra,Gadchiroli,Predominantly Rural,1147901,5,40,40.722775,3.5008321,0.27145308,42.01,3.26,1277.8,99.08
IND,India,Chhattisgarh,Bastar,Predominantly Rural,1049655,5,40,40.723637,3.5009162,0.2261786,42.01,2.71,1277.83,82.56
IND,India,Assam,Kamrup,Predominantly Rural,1760015,5,40,40.802849,3.5086789,0.17023577,42.1,2.04,1280.67,62.14
IND,India,Telangana,Karimnagar,Predominantly Rural,1018104,5,40,40.816639,3.5100307,0.12682529,42.12,1.52,1281.16,46.29
IND,India,Mizoram,Mamit,Predominantly Rural,91813,5,40,40.944859,3.5225961,0.17985371,42.27,2.16,1285.75,65.65
IND,India,Mizoram,Lunglei,Predominantly Urban,177860,5,40,40.997334,3.5277386,0.19627438,42.33,2.36,1287.62,71.64
IND,India,Sikkim,East Sikkim,Predominantly Urban,271828,5,40,40.997646,3.5277693,0.2351626,42.33,2.82,1287.64,85.83
IND,India,Madhya Pradesh,Mandla,Predominantly Rural,1116929,5,40,41.000225,3.5280221,0.14372505,42.34,1.72,1287.73,52.46
IND,India,Chhattisgarh,Balrampur,Predominantly Rural,913939,5,40,41.051884,3.5330849,0.2246349,42.4,2.7,1289.58,81.99
IND,India,Telangana,Peddapalli,Predominantly Urban,1026599,5,40,41.140865,3.5418048,0.13807254,42.5,1.66,1292.76,50.4
IND,India,Assam,Hailakandi,Predominantly Rural,713925,5,40,41.388977,3.5661197,0.13774188,42.79,1.65,1301.63,50.28
IND,India,Maharashtra,Aurangabad,Predominantly Rural,3964023,5,40,41.580715,3.5849102,0.17509386,43.02,2.1,1308.49,63.91
IND,India,Maharashtra,Washim,Predominantly Rural,1281084,5,40,41.585136,3.5853434,0.17527384,43.02,2.1,1308.65,63.97
IND,India,Chhattisgarh,Koriya,Predominantly Rural,729296,5,40,41.666088,3.5932765,0.25529891,43.12,3.06,1311.55,93.18
IND,India,Odisha,Khordha,Predominantly Urban,2352977,5,40,41.698833,3.5964856,0.2232845,43.16,2.68,1312.72,81.5
IND,India,Rajasthan,Banswara,Predominantly Rural,1984353,5,40,41.730289,3.5995681,0.18213052,43.19,2.19,1313.84,66.48
IND,India,Maharashtra,Jalna,Predominantly Rural,2095691,5,40,41.821922,3.6085482,0.18082918,43.3,2.17,1317.12,66
IND,India,Madhya Pradesh,Shahdol,Predominantly Rural,1472809,5,40,42.046127,3.6305206,0.25932691,43.57,3.11,1325.14,94.65
IND,India,Odisha,Nabarangpur,Predominantly Rural,1309457,5,40,42.059975,3.6318777,0.21082327,43.58,2.53,1325.64,76.95
IND,India,Gujarat,Kheda,Predominantly Rural,2518766,5,40,42.117783,3.6375425,0.20999449,43.65,2.52,1327.7,76.65
IND,India,Chhattisgarh,Kondagaon,Predominantly Rural,564808,5,40,42.277695,3.653214,0.23763327,43.84,2.85,1333.42,86.74
IND,India,Rajasthan,Jaisalmer,Predominantly Rural,752100,5,40,42.312603,3.6566348,0.26016626,43.88,3.12,1334.67,94.96
IND,India,Gujarat,Mahesana,Predominantly Rural,2206999,5,40,42.465229,3.6715925,0.27051163,44.06,3.25,1340.13,98.74
IND,India,Maharashtra,Pune,Predominantly Urban,10124189,5,40,42.540581,3.678977,0.31609663,44.15,3.79,1342.83,115.38
IND,India,Maharashtra,Chandrapur,Predominantly Rural,2365391,5,40,42.666698,3.6913366,0.28563577,44.3,3.43,1347.34,104.26
IND,India,Rajasthan,Pratapgarh,Predominantly Rural,964799,5,40,42.682976,3.6929317,0.26560926,44.32,3.19,1347.92,96.95
IND,India,Assam,Dhubri,Predominantly Rural,2018472,5,40,42.683304,3.6929636,0.33380365,44.32,4.01,1347.93,121.84
IND,India,Maharashtra,Yavatmal,Predominantly Rural,2966841,5,40,42.776482,3.7020953,0.27595606,44.43,3.31,1351.26,100.72
IND,India,Maharashtra,Dhule,Predominantly Rural,2197887,5,40,42.978474,3.7218904,0.37061247,44.66,4.45,1358.49,135.27
IND,India,Madhya Pradesh,Ujjain,Predominantly Rural,2187904,5,40,42.993557,3.7233686,0.29336855,44.68,3.52,1359.03,107.08
IND,India,Odisha,Jagatsinghapur,Predominantly Rural,1197273,5,40,43.003521,3.724345,0.29491159,44.69,3.54,1359.39,107.64
IND,India,Mizoram,Lawangtlai,Predominantly Rural,129145,5,40,43.034801,3.7274106,0.3368783,44.73,4.04,1360.5,122.96
IND,India,Odisha,Kalahandi,Predominantly Rural,1664452,5,40,43.041367,3.728054,0.3581464,44.74,4.3,1360.74,130.72
IND,India,Assam,Karimganj,Predominantly Rural,1348291,5,40,43.183048,3.7419388,0.31193888,44.9,3.74,1365.81,113.86
IND,India,Meghalaya,West Garo Hills,Predominantly Rural,660861,5,40,43.271591,3.7506158,0.42614576,45.01,5.11,1368.97,155.54
IND,India,Haryana,Panchkula,Predominantly Urban,603097,5,40,43.322655,3.75562,0.39094499,45.07,4.69,1370.8,142.69
IND,India,Chhattisgarh,Jashpur,Predominantly Rural,948075,5,40,43.390518,3.7622709,0.47028449,45.15,5.64,1373.23,171.65
IND,India,Odisha,Bhadrak,Predominantly Rural,1604585,5,40,43.400883,3.7632866,0.33328658,45.16,4,1373.6,121.65
IND,India,Sikkim,South Sikkim,Predominantly Rural,149358,5,40,43.483437,3.7713766,0.36132252,45.26,4.34,1376.55,131.88
IND,India,Madhya Pradesh,Seoni,Predominantly Rural,1515373,5,40,43.503273,3.7733209,0.35001001,45.28,4.2,1377.26,127.75
IND,India,Chhattisgarh,Surguja,Predominantly Rural,805428,5,40,43.533241,3.7762575,0.36622238,45.32,4.39,1378.33,133.67
IND,India,Madhya Pradesh,Ratlam,Predominantly Rural,1597445,5,40,43.662918,3.7889659,0.3589659,45.47,4.31,1382.97,131.02
IND,India,Madhya Pradesh,Dhar,Predominantly Rural,2394933,5,40,43.728458,3.7953887,0.37025818,45.54,4.44,1385.32,135.14
IND,India,Madhya Pradesh,Indore,Predominantly Urban,3614161,5,40,43.823479,3.8047009,0.37470102,45.66,4.5,1388.72,136.77
IND,India,Odisha,Kendrapara,Predominantly Rural,1525385,5,40,43.938099,3.8159337,0.3859337,45.79,4.63,1392.82,140.87
IND,India,Odisha,Boudh,Predominantly Rural,470403,5,40,43.953289,3.8174224,0.41268739,45.81,4.95,1393.36,150.63
IND,India,Madhya Pradesh,Umaria,Predominantly Rural,619664,5,40,44.012428,3.8232181,0.40560573,45.88,4.87,1395.47,148.05
IND,India,Rajasthan,Pali,Predominantly Rural,2255775,5,40,44.077301,3.8295755,0.42407027,45.95,5.09,1397.8,154.79
IND,India,Madhya Pradesh,Singrauli,Predominantly Rural,1292859,5,40,44.176392,3.8392866,0.41165933,46.07,4.94,1401.34,150.26
IND,India,Madhya Pradesh,Barwani,Predominantly Rural,1519967,5,40,44.305748,3.8519633,0.44527596,46.22,5.34,1405.97,162.53
IND,India,Madhya Pradesh,Anuppur,Predominantly Rural,617152,5,40,44.395367,3.8607459,0.43228698,46.33,5.19,1409.17,157.78
IND,India,Rajasthan,Chittaurgarh,Predominantly Rural,1705032,5,40,44.464802,3.8675508,0.43809649,46.41,5.26,1411.66,159.91
IND,India,Chhattisgarh,Surajpur,Predominantly Rural,930888,5,40,44.643684,3.8850813,0.45687824,46.62,5.48,1418.05,166.76
IND,India,Rajasthan,Barmer,Predominantly Rural,2875855,5,40,44.829678,3.9033084,0.47534266,46.84,5.7,1424.71,173.5
IND,India,Rajasthan,Bikaner,Predominantly Rural,2291420,5,40,44.8479,3.9050941,0.49445158,46.86,5.93,1425.36,180.47
IND,India,Odisha,Jajapur,Predominantly Rural,1923924,5,40,44.983864,3.9184186,0.48845094,47.02,5.86,1430.22,178.28
IND,India,Maharashtra,Buldhana,Predominantly Rural,2730333,5,40,45.397217,3.9589274,0.52893841,47.51,6.35,1445.01,193.06
IND,India,Madhya Pradesh,Dewas,Predominantly Rural,1711076,5,40,45.446625,3.9637694,0.53376937,47.57,6.41,1446.78,194.83
IND,India,West Bengal,Koch Bihar,Predominantly Rural,2975420,5,40,45.519283,3.9708898,0.54605716,47.65,6.55,1449.37,199.31
IND,India,Odisha,Baleshwar,Predominantly Rural,2434394,5,40,45.648972,3.9835992,0.55359912,47.8,6.64,1454.01,202.06
IND,India,Madhya Pradesh,Neemuch,Predominantly Rural,901727,5,40,45.675564,3.9862051,0.55620795,47.83,6.67,1454.96,203.02
IND,India,Madhya Pradesh,Agar Malwa,Predominantly Rural,719949,5,40,45.906353,4.0088224,0.57882243,48.11,6.95,1463.22,211.27
IND,India,Madhya Pradesh,Burhanpur,Predominantly Rural,829444,5,40,45.907818,4.008966,0.5790478,48.11,6.95,1463.27,211.35
IND,India,Gujarat,Gandhinagar,Predominantly Urban,1290986,5,40,46.068668,4.0247293,0.59472942,48.3,7.14,1469.03,217.08
IND,India,Rajasthan,Bhilwara,Predominantly Rural,2685042,5,40,46.081657,4.0260024,0.59647185,48.31,7.16,1469.49,217.71
IND,India,Madhya Pradesh,Shajapur,Predominantly Rural,934983,5,40,46.253052,4.0427995,0.61279923,48.51,7.35,1475.62,223.67
IND,India,Uttarakhand,Udham Singh Nagar,Predominantly Rural,1881383,5,40,46.25774,4.0432587,0.62397414,48.52,7.49,1475.79,227.75
IND,India,Chandigarh,Chandigarh,Predominantly Urban,1142321,5,40,46.273506,4.0448036,0.61480361,48.54,7.38,1476.35,224.4
IND,India,Punjab,Rupnagar,Predominantly Rural,740020,5,40,46.465416,4.063611,0.64312369,48.76,7.72,1483.22,234.74
IND,India,Maharashtra,Amravati,Predominantly Rural,3072924,5,40,46.55682,4.0725684,0.65185916,48.87,7.82,1486.49,237.93
IND,India,Madhya Pradesh,Sagar,Predominantly Rural,2618068,5,40,46.669743,4.0836349,0.65363491,49,7.84,1490.53,238.58
IND,India,Uttar Pradesh,Sonbhadra,Predominantly Rural,2045515,5,40,46.710365,4.087616,0.66077632,49.05,7.93,1491.98,241.18
IND,India,Odisha,Cuttack,Predominantly Rural,2843610,5,40,46.80357,4.0967503,0.66776103,49.16,8.01,1495.31,243.73
IND,India,Jharkhand,Garhwa,Predominantly Rural,1470002,5,40,46.825279,4.0988774,0.66952944,49.19,8.03,1496.09,244.38
IND,India,Madhya Pradesh,Rajgarh,Predominantly Rural,1696772,5,40,47.036079,4.1195359,0.6895358,49.43,8.27,1503.63,251.68
IND,India,Madhya Pradesh,Bhopal,Predominantly Urban,2601241,5,40,47.317768,4.1471415,0.71714139,49.77,8.61,1513.71,261.76
IND,India,Madhya Pradesh,Guna,Predominantly Rural,1357847,5,40,47.404282,4.1556196,0.72561967,49.87,8.71,1516.8,264.85
IND,India,Madhya Pradesh,Raisen,Predominantly Rural,1477283,5,40,47.485321,4.1635613,0.73356152,49.96,8.8,1519.7,267.75
IND,India,Maharashtra,Akola,Predominantly Rural,1979908,5,40,47.637604,4.1784854,0.74865037,50.14,8.98,1525.15,273.26
IND,India,Maharashtra,Jalgaon,Predominantly Rural,4523310,5,40,47.708424,4.1854258,0.75586152,50.23,9.07,1527.68,275.89
IND,India,Madhya Pradesh,Balaghat,Predominantly Rural,1869295,5,40,47.748974,4.1893997,0.76124364,50.27,9.13,1529.13,277.85
IND,India,Madhya Pradesh,East Nimar,Predominantly Rural,1438286,5,40,47.781872,4.1926236,0.76287484,50.31,9.15,1530.31,278.45
IND,India,Madhya Pradesh,Narsimhapur,Predominantly Rural,1210988,5,40,47.818924,4.1962543,0.76845139,50.36,9.22,1531.63,280.48
IND,India,Madhya Pradesh,Vidisha,Predominantly Rural,1602535,5,40,47.867832,4.2010474,0.77104741,50.41,9.25,1533.38,281.43
IND,India,Maharashtra,Wardha,Predominantly Rural,1406237,5,40,47.903805,4.2045732,0.77457297,50.45,9.29,1534.67,282.72
IND,India,Madhya Pradesh,Sehore,Predominantly Rural,1422364,5,40,47.952274,4.2093229,0.7793228,50.51,9.35,1536.4,284.45
IND,India,Rajasthan,Jodhpur,Predominantly Rural,4076912,5,40,47.956863,4.2097726,0.78007334,50.52,9.36,1536.57,284.73
IND,India,Madhya Pradesh,Katni,Predominantly Rural,1753468,5,40,48.047718,4.2186766,0.78867632,50.62,9.46,1539.82,287.87
IND,India,Madhya Pradesh,Damoh,Predominantly Rural,1405213,5,40,48.055252,4.2194147,0.78941458,50.63,9.47,1540.09,288.14
IND,India,Chhattisgarh,Uttar Bastar Kanker,Predominantly Rural,847742,5,40,48.094879,4.2232981,0.79741305,50.68,9.57,1541.5,291.06
IND,India,Meghalaya,South Garo Hills,Predominantly Rural,160324,5,40,48.163834,4.2300558,0.8417356,50.76,10.1,1543.97,307.23
IND,India,Tripura,North Tripura,Predominantly Rural,283323,5,40,48.170383,4.2306976,0.80069774,50.77,9.61,1544.2,292.25
IND,India,Madhya Pradesh,Jabalpur,Predominantly Urban,2376985,5,40,48.235744,4.237103,0.80961108,50.85,9.72,1546.54,295.51
IND,India,Gujarat,Ahmadabad,Predominantly Urban,7933148,5,40,48.33511,4.246841,0.83876032,50.96,10.07,1550.1,306.15
IND,India,Madhya Pradesh,Mandsaur,Predominantly Rural,1461758,5,40,48.425972,4.2557454,0.82574522,51.07,9.91,1553.35,301.4
IND,India,Jharkhand,Latehar,Predominantly Rural,815387,5,40,48.527176,4.2656631,0.84988886,51.19,10.2,1556.97,310.21
IND,India,Madhya Pradesh,Harda,Predominantly Rural,641656,5,40,48.560215,4.2689009,0.83990508,51.23,10.08,1558.15,306.57
IND,India,Madhya Pradesh,Hoshangabad,Predominantly Rural,1381007,5,40,48.600159,4.2728157,0.86300051,51.27,10.36,1559.58,315
IND,India,Rajasthan,Churu,Predominantly Rural,2578616,5,40,48.770123,4.2894721,0.8594721,51.47,10.31,1565.66,313.71
IND,India,Uttar Pradesh,Bijnor,Predominantly Rural,4010217,5,40,48.810581,4.293437,0.86681181,51.52,10.4,1567.1,316.39
IND,India,Rajasthan,Jhalawar,Predominantly Rural,1587132,5,40,48.825562,4.2949052,0.86490518,51.54,10.38,1567.64,315.69
IND,India,Madhya Pradesh,Khargone,Predominantly Rural,2058410,5,40,48.854347,4.2977262,0.87491649,51.57,10.5,1568.67,319.34
IND,India,Madhya Pradesh,Ashoknagar,Predominantly Rural,937932,5,40,49.422287,4.353384,0.92338407,52.24,11.08,1588.99,337.04
IND,India,Odisha,Anugul,Predominantly Rural,1344314,5,40,49.926289,4.4027762,0.97679549,52.83,11.72,1607.01,356.53
IND,India,Madhya Pradesh,Sidhi,Predominantly Rural,1241250,5,40,50.223267,4.43188,1.0032107,53.18,12.04,1617.64,366.17
IND,India,Punjab,Sahibzada Ajit Singh Nagar,Predominantly Urban,1001380,5,40,50.344395,4.4437509,1.0138632,53.33,12.17,1621.97,370.06
